count	distance	tp
500	0	-500	acceptor
501	0	-499	acceptor
502	8.53038523219709e-06	-498	acceptor
503	1.27955778482956e-05	-497	acceptor
504	1.70607704643942e-05	-496	acceptor
505	2.55911556965913e-05	-495	acceptor
506	2.55911556965913e-05	-494	acceptor
507	2.55911556965913e-05	-493	acceptor
508	1.70607704643942e-05	-492	acceptor
509	1.27955778482956e-05	-491	acceptor
510	1.70607704643942e-05	-490	acceptor
511	1.27955778482956e-05	-489	acceptor
512	1.70607704643942e-05	-488	acceptor
513	2.13259630804927e-05	-487	acceptor
514	3.41215409287883e-05	-486	acceptor
515	4.6917118777084e-05	-485	acceptor
516	3.83867335448869e-05	-484	acceptor
517	3.83867335448869e-05	-483	acceptor
518	4.26519261609854e-05	-482	acceptor
519	5.54475040092811e-05	-481	acceptor
520	4.6917118777084e-05	-480	acceptor
521	4.26519261609854e-05	-479	acceptor
522	4.6917118777084e-05	-478	acceptor
523	4.26519261609854e-05	-477	acceptor
524	3.83867335448869e-05	-476	acceptor
525	2.55911556965913e-05	-475	acceptor
526	2.98563483126898e-05	-474	acceptor
527	2.13259630804927e-05	-473	acceptor
528	1.70607704643942e-05	-472	acceptor
529	2.55911556965913e-05	-471	acceptor
530	2.13259630804927e-05	-470	acceptor
531	2.13259630804927e-05	-469	acceptor
532	2.13259630804927e-05	-468	acceptor
533	2.55911556965913e-05	-467	acceptor
534	2.55911556965913e-05	-466	acceptor
535	2.55911556965913e-05	-465	acceptor
536	2.55911556965913e-05	-464	acceptor
537	3.41215409287883e-05	-463	acceptor
538	3.41215409287883e-05	-462	acceptor
539	3.83867335448869e-05	-461	acceptor
540	4.6917118777084e-05	-460	acceptor
541	4.26519261609854e-05	-459	acceptor
542	4.6917118777084e-05	-458	acceptor
543	4.26519261609854e-05	-457	acceptor
544	4.6917118777084e-05	-456	acceptor
545	5.54475040092811e-05	-455	acceptor
546	5.97126966253796e-05	-454	acceptor
547	6.82430818575767e-05	-453	acceptor
548	7.67734670897738e-05	-452	acceptor
549	7.25082744736752e-05	-451	acceptor
550	6.82430818575767e-05	-450	acceptor
551	5.11823113931825e-05	-449	acceptor
552	4.6917118777084e-05	-448	acceptor
553	3.41215409287883e-05	-447	acceptor
554	3.83867335448869e-05	-446	acceptor
555	4.6917118777084e-05	-445	acceptor
556	4.26519261609854e-05	-444	acceptor
557	5.11823113931825e-05	-443	acceptor
558	5.11823113931825e-05	-442	acceptor
559	6.39778892414781e-05	-441	acceptor
560	5.97126966253796e-05	-440	acceptor
561	5.97126966253796e-05	-439	acceptor
562	5.54475040092811e-05	-438	acceptor
563	5.11823113931825e-05	-437	acceptor
564	5.97126966253796e-05	-436	acceptor
565	5.54475040092811e-05	-435	acceptor
566	5.97126966253796e-05	-434	acceptor
567	5.54475040092811e-05	-433	acceptor
568	6.39778892414781e-05	-432	acceptor
569	7.25082744736752e-05	-431	acceptor
570	6.82430818575767e-05	-430	acceptor
571	7.25082744736752e-05	-429	acceptor
572	5.97126966253796e-05	-428	acceptor
573	6.39778892414781e-05	-427	acceptor
574	5.54475040092811e-05	-426	acceptor
575	6.39778892414781e-05	-425	acceptor
576	7.25082744736752e-05	-424	acceptor
577	6.82430818575767e-05	-423	acceptor
578	6.82430818575767e-05	-422	acceptor
579	5.54475040092811e-05	-421	acceptor
580	6.82430818575767e-05	-420	acceptor
581	6.39778892414781e-05	-419	acceptor
582	5.11823113931825e-05	-418	acceptor
583	5.97126966253796e-05	-417	acceptor
584	7.25082744736752e-05	-416	acceptor
585	0.000106629815402464	-415	acceptor
586	0.000115160200634661	-414	acceptor
587	0.000110895008018562	-413	acceptor
588	0.000115160200634661	-412	acceptor
589	0.000106629815402464	-411	acceptor
590	9.80994301702665e-05	-410	acceptor
591	7.67734670897738e-05	-409	acceptor
592	6.39778892414781e-05	-408	acceptor
593	7.25082744736752e-05	-407	acceptor
594	6.82430818575767e-05	-406	acceptor
595	6.39778892414781e-05	-405	acceptor
596	7.25082744736752e-05	-404	acceptor
597	8.10386597058723e-05	-403	acceptor
598	0.000106629815402464	-402	acceptor
599	0.000102364622786365	-401	acceptor
600	0.000106629815402464	-400	acceptor
601	0.000119425393250759	-399	acceptor
602	0.000127955778482956	-398	acceptor
603	0.000123690585866858	-397	acceptor
604	9.38342375541679e-05	-396	acceptor
605	0.000115160200634661	-395	acceptor
606	0.000110895008018562	-394	acceptor
607	0.000115160200634661	-393	acceptor
608	0.000115160200634661	-392	acceptor
609	0.000110895008018562	-391	acceptor
610	0.000123690585866858	-390	acceptor
611	8.95690449380694e-05	-389	acceptor
612	0.000102364622786365	-388	acceptor
613	9.80994301702665e-05	-387	acceptor
614	8.95690449380694e-05	-386	acceptor
615	0.000110895008018562	-385	acceptor
616	0.000127955778482956	-384	acceptor
617	0.000140751356331252	-383	acceptor
618	0.000140751356331252	-382	acceptor
619	0.000140751356331252	-381	acceptor
620	0.000136486163715153	-380	acceptor
621	0.000132220971099055	-379	acceptor
622	0.000119425393250759	-378	acceptor
623	0.000132220971099055	-377	acceptor
