Name	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland
ENSG00000282608.2	4.20094	3.79853	8.79808
ENSG00000116473.15	43.4939	35.7221	22.1133
ENSG00000231346.5	1.11822	1.52374	1.35648
ENSG00000215867.4	0.0514125	0.041986	0.022923
ENSG00000201028.1	0.0	0.0	0.0
ENSG00000197852.12	9.0197	8.40673	1.47634
ENSG00000227811.3	0.456854	0.321739	0.050365
ENSG00000284830.1	0.0810915	0.05283	0.062722
ENSG00000064703.13	8.20144	6.18892	5.36789
ENSG00000171385.10	4.32893	5.57612	1.74417
ENSG00000232558.1	0.0	0.0	0.0
ENSG00000237556.1	0.0	0.0	0.0
ENSG00000231437.3	0.487891	0.737301	0.140414
ENSG00000231246.3	10.9123	8.24983	0.99371
ENSG00000234388.2	0.0	0.0	0.0
ENSG00000238761.1	0.0	0.0	0.0
ENSG00000143079.15	23.1434	16.4684	4.3228
ENSG00000283296.1	0.0	0.0	0.0
ENSG00000134245.18	3.72694	3.76626	1.45381
ENSG00000273483.1	0.589769	0.858558	0.945034
ENSG00000007341.19	4.65822	4.37563	4.30605
ENSG00000116489.13	64.5195	73.3757	51.0341
ENSG00000235299.2	0.0	0.0	0.0
ENSG00000252750.1	0.0	0.0	0.0
ENSG00000155363.19	20.9592	20.2441	25.3241
ENSG00000225075.1	0.533683	0.826681	0.8385
ENSG00000155366.17	155.769	158.132	103.898
ENSG00000155367.16	1.38351	1.60678	0.617389
ENSG00000261595.1	0.0	0.0	0.0
ENSG00000184599.14	0.057827	0.164472	0.124826
ENSG00000234790.1	0.0	0.0	0.0
ENSG00000215866.9	0.0241105	0.026153	0.030121
ENSG00000224167.3	0.0	0.0	0.0
ENSG00000228040.1	0.0	0.0	0.0
ENSG00000155380.13	9.4518	25.8162	12.6945
ENSG00000229020.4	0.198121	0.635927	0.153416
ENSG00000226419.8	1.02587	1.16781	0.655097
ENSG00000287807.1	0.082683	0.08352	0.05948
ENSG00000238198.2	0.814741	0.641592	0.545178
ENSG00000198799.12	7.69099	5.2449	4.00528
ENSG00000233839.1	0.0	0.0	0.0
ENSG00000236887.1	0.0	0.0	0.0
ENSG00000081026.19	4.86228	3.92588	3.14626
ENSG00000232499.2	0.220884	0.221172	0.165024
ENSG00000238256.1	0.0	0.0	0.0
ENSG00000116793.16	4.92612	5.09391	5.80421
ENSG00000232450.1	2.24945	1.78237	1.80418
ENSG00000081019.14	11.2469	8.38007	6.28659
ENSG00000231128.6	0.026037	0.045348	0.0
ENSG00000134242.16	1.93689	2.50463	0.914354
ENSG00000226167.1	1.753	1.70313	1.4266
ENSG00000188761.13	0.3351	0.213414	0.202816
ENSG00000134262.13	8.6327	7.13013	6.18491
ENSG00000118655.7	6.55273	4.04631	2.40351
ENSG00000235527.7	0.137166	0.096107	0.125592
ENSG00000163349.22	25.0876	21.8779	20.8925
ENSG00000116774.12	62.4241	84.3891	15.9991
ENSG00000270780.1	0.0	0.0	0.0
ENSG00000282048.1	0.0	0.0	0.0
ENSG00000134207.17	0.05294	0.073631	0.064261
ENSG00000232895.2	0.0	0.0	0.0
ENSG00000273698.1	0.0	0.0	0.0
ENSG00000271419.1	0.0	0.0	0.0
ENSG00000197323.12	16.4958	11.6059	9.65864
ENSG00000226984.1	0.0	0.0	0.0
ENSG00000225650.2	0.0	0.0	0.0
ENSG00000201114.1	0.0	0.0	0.0
ENSG00000236480.1	0.053543	0.047526	0.131119
ENSG00000116752.6	49.3652	44.5257	45.076
ENSG00000175984.15	1.94731	1.42752	0.851049
ENSG00000116748.22	0.0649895	0.107335	0.02224
ENSG00000242769.3	0.0	0.0	0.0
ENSG00000213281.5	22.3179	21.6378	11.8256
ENSG00000009307.17	269.716	226.758	139.269
ENSG00000201900.1	0.47893	0.402839	0.26047
ENSG00000052723.12	12.8033	12.4112	9.02584
ENSG00000227970.1	0.0	0.0	0.0
ENSG00000198765.12	0.116807	0.092529	0.0
ENSG00000134200.4	0.088066	0.063835	0.0
ENSG00000134198.10	5.7318	6.10963	0.298759
ENSG00000233730.2	0.0	0.0	0.0
ENSG00000285698.1	0.149646	0.150201	0.0
ENSG00000228035.1	1.0956	0.905237	0.037964
ENSG00000134259.6	2.0798	6.58531	0.897641
ENSG00000287103.1	0.0	0.0	0.0
ENSG00000226973.1	0.0	0.0	0.0
ENSG00000274468.1	0.0	0.0	0.0
ENSG00000229101.1	0.0	0.0	0.0
ENSG00000232185.1	0.0	0.0	0.0
ENSG00000270631.1	0.0	0.0	0.0
ENSG00000239984.3	0.0	0.0	0.0
ENSG00000207502.1	0.0	0.0	0.0
ENSG00000173218.15	4.12015	3.60321	5.15059
ENSG00000118729.12	20.0355	12.1803	0.653719
ENSG00000177551.5	0.0056415	0.0	0.0
ENSG00000214204.4	0.0	0.0	0.0
ENSG00000228127.3	0.0	0.0	1.64495
ENSG00000271143.1	0.0	0.0	0.0
ENSG00000163393.13	5.21629	2.45106	2.8509
ENSG00000237993.1	0.0	0.0	0.0
ENSG00000173212.5	0.211946	0.048905	0.021204
ENSG00000235933.2	0.133955	0.078538	0.048938
ENSG00000221040.2	0.0	0.0	0.0
ENSG00000287217.1	0.0	0.0	0.0
ENSG00000163399.16	76.5193	80.8692	63.5835
ENSG00000203865.12	3.0282	3.951	1.825
ENSG00000233154.6	0.0986525	0.119876	0.036744
ENSG00000230381.2	0.0	0.0	0.0
ENSG00000200547.1	0.0	0.0	0.0
ENSG00000224950.2	0.866426	0.904659	0.389824
ENSG00000286276.1	0.285648	0.303985	0.114314
ENSG00000116815.16	23.2244	20.974	9.45959
ENSG00000177173.5	0.740737	0.925412	0.246287
ENSG00000264419.1	0.0	0.0	0.0
ENSG00000143061.18	1.4333	2.22481	1.00144
ENSG00000211543.2	0.0	0.0	0.0
ENSG00000203864.3	0.0	0.0	0.0
ENSG00000231072.1	0.0	0.0	0.0
ENSG00000223489.1	0.0	0.0	0.0
ENSG00000116824.5	2.65375	4.87425	1.00137
ENSG00000225079.2	0.098628	0.181056	0.0
ENSG00000272715.1	0.17841	0.150471	0.859072
ENSG00000134247.10	12.3384	18.1785	31.7933
ENSG00000252510.1	0.0	0.0	0.0
ENSG00000134256.13	0.352831	0.64882	0.941106
ENSG00000236137.1	0.150504	0.151724	0.31225
ENSG00000116830.12	3.82769	3.49076	4.40517
ENSG00000215930.1	0.0	0.0	0.0
ENSG00000134253.10	3.68673	2.29169	6.98991
ENSG00000228453.1	0.0	0.0	0.0
ENSG00000134258.18	0.002889	0.028929	0.020981
ENSG00000277141.1	0.0	0.0	0.0
ENSG00000235202.2	0.0	0.0	0.0
ENSG00000271427.1	0.645775	0.471385	0.755791
ENSG00000198162.12	13.5374	11.8144	9.32657
ENSG00000279513.1	0.168601	0.170106	0.109076
ENSG00000226755.2	0.0	0.0	0.0
ENSG00000236866.5	0.0	0.0	0.0
ENSG00000183508.5	1.8535	4.68965	1.69991
ENSG00000213262.3	0.0	0.0	0.0
ENSG00000212266.1	0.0	0.0	0.0
ENSG00000270719.1	0.0	0.0	0.0
ENSG00000228217.1	0.114964	0.148528	0.073217
ENSG00000196505.11	3.42928	3.41177	2.21158
ENSG00000065183.16	8.36398	8.06054	7.71348
ENSG00000155761.14	0.261163	0.100791	0.175188
ENSG00000287980.1	0.0	0.0	0.0
ENSG00000222209.1	0.0	0.0	0.0
ENSG00000226126.2	0.0	0.0	0.0
ENSG00000229911.2	0.0	0.0	0.0
ENSG00000092607.15	43.0541	2.75565	0.109453
ENSG00000226172.2	0.536831	0.0	0.0
ENSG00000239216.1	0.0	0.0	0.0
ENSG00000116874.12	10.9816	9.21906	10.587
ENSG00000224238.2	1.32891	0.778552	0.337211
ENSG00000223575.2	0.0	0.0	0.0
ENSG00000236804.1	0.0634805	0.0	0.0
ENSG00000231365.7	2.82238	2.15688	2.50281
ENSG00000227056.2	0.0	0.0	0.027085
ENSG00000227712.2	0.0430415	0.030316	0.153488
ENSG00000232650.6	0.0307375	0.020936	0.234548
ENSG00000194297.2	0.0	0.0	0.0
ENSG00000116882.15	0.114963	0.073153	0.763803
ENSG00000230921.1	0.0	0.0	0.488395
ENSG00000203859.10	0.133224	0.131652	1779.44
ENSG00000232780.2	0.049196	0.268774	4.43828
ENSG00000203858.3	0.0	0.025767	26.433
ENSG00000235595.1	0.0	0.102831	0.123495
ENSG00000187481.2	0.0	0.0	2.05073
ENSG00000229570.2	0.0	0.039515	0.0
ENSG00000203857.10	0.0	0.033411	0.38069
ENSG00000226443.3	0.347664	0.71952	0.094167
ENSG00000249798.1	0.0462325	0.109636	0.0
ENSG00000239873.2	0.11025	0.263458	0.0
ENSG00000203855.7	0.304862	0.577107	0.051323
ENSG00000240244.3	0.240432	0.415634	0.045287
ENSG00000260941.1	2.88501	3.72129	0.627509
ENSG00000198857.3	0.84204	0.983634	0.191315
ENSG00000143067.5	7.62711	6.64244	3.60442
ENSG00000092621.13	11.6288	24.7603	1.398
ENSG00000134240.12	0.0649325	0.296649	0.22465
ENSG00000134193.15	0.0	0.0	0.0
ENSG00000215864.6	0.0	0.0	0.0
ENSG00000227205.4	0.0	0.0	0.0
ENSG00000226446.1	0.0	0.0	0.0
ENSG00000134249.7	0.0	0.0	0.0
ENSG00000134250.21	31.9257	21.7439	14.843
ENSG00000273406.1	0.0	0.0	0.0
ENSG00000207149.1	0.0	0.0	0.0
ENSG00000265808.4	18.0827	15.5933	15.8317
ENSG00000274642.1	0.941037	0.509671	0.07992
ENSG00000277313.1	0.0	0.0	0.0
ENSG00000223804.5	5.21324	3.27608	1.52834
ENSG00000273727.1	0.0	0.0	0.0
ENSG00000270231.4	9.17015	7.59871	4.51755
ENSG00000270392.2	1.94652	1.32663	0.69936
ENSG00000275131.3	9.09078	5.21782	0.934659
ENSG00000273694.1	0.310871	0.0	0.0
ENSG00000275933.1	0.0	0.0	0.0
ENSG00000286106.2	0.572588	0.383748	0.144276
ENSG00000273136.8	4.62784	2.74659	1.58782
ENSG00000287979.1	0.151637	0.134527	0.054988
ENSG00000263353.4	0.0	0.0	0.0
ENSG00000281741.2	0.0501665	0.052285	0.061733
ENSG00000226067.7	2.63089	2.53306	2.73372
ENSG00000277610.1	0.286928	0.472206	0.221986
ENSG00000285215.2	0.149254	0.065526	0.062842
ENSG00000275585.2	0.0	0.0	0.0
ENSG00000273516.1	0.0	0.0	0.0
ENSG00000275296.1	0.0	0.0	0.0
ENSG00000198019.13	0.467239	0.633818	0.830203
ENSG00000234998.1	0.0	0.0	0.0
ENSG00000233029.3	0.0580955	0.041809	0.161342
ENSG00000223345.4	0.267507	0.301832	1.539
ENSG00000227193.2	0.0	0.0	0.0
ENSG00000213244.3	0.488294	0.566762	1.55876
ENSG00000268993.1	0.0	0.0	0.0
ENSG00000188610.12	0.406111	0.375991	0.238668
ENSG00000171943.12	5.27683	5.03372	3.10773
ENSG00000275129.1	0.0	0.0	0.0
ENSG00000230806.1	0.0	0.0	0.0
ENSG00000227082.3	0.575275	0.533344	0.211075
ENSG00000228826.3	0.0	0.0	0.0
ENSG00000233432.2	0.0	0.0	0.0
ENSG00000272583.1	0.0800035	0.0	0.064106
ENSG00000231752.7	0.326733	0.444966	0.287542
ENSG00000224857.1	0.0	0.0	0.0
ENSG00000276118.1	0.0	0.0	0.0
ENSG00000277095.1	0.0	0.0	0.0
ENSG00000277702.1	4.26512	2.38942	0.335606
ENSG00000252830.2	0.0	0.0	0.0
ENSG00000264145.2	0.0	0.0	0.0
ENSG00000274927.1	0.0	0.0	0.0
ENSG00000242943.1	0.0	0.0	0.0
ENSG00000223495.2	0.0	0.0	0.0
ENSG00000235887.2	0.0	0.0	0.0
ENSG00000203825.4	0.0	0.0	0.0
ENSG00000179571.10	0.019491	0.016026	0.011265
ENSG00000226028.2	0.0	0.0	0.0
ENSG00000202167.1	0.0	0.0	0.0
ENSG00000207349.1	0.0	0.0	0.0
ENSG00000252826.1	0.0	0.0	0.0
ENSG00000206737.1	0.0	0.0	0.0
ENSG00000232721.3	0.066301	0.043375	0.071074
ENSG00000223779.6	0.0	0.0	0.0
ENSG00000242352.2	0.013471	0.0	0.0
ENSG00000270962.1	0.0	0.0	0.0
ENSG00000263590.2	0.0	0.0	0.0
ENSG00000252105.1	0.0	0.0	0.0
ENSG00000233430.3	0.0	0.0	0.0
ENSG00000237503.2	0.0	0.0	0.0
ENSG00000265531.3	0.621897	0.714824	1.37276
ENSG00000234571.2	0.054773	0.040993	0.189003
ENSG00000273213.4	0.197727	0.378368	3.79551
ENSG00000230186.3	0.0	0.0	0.0
ENSG00000268074.1	0.0	0.0	0.0
ENSG00000263513.6	0.0901835	0.086814	0.067225
ENSG00000289318.1	1.92027	2.21856	1.43171
ENSG00000270872.2	0.882354	1.05978	0.743218
ENSG00000276674.1	0.0	0.0	0.0
ENSG00000275075.1	0.0	0.0	0.0
ENSG00000275767.1	0.0	0.0	0.0
ENSG00000232527.8	0.060849	0.049889	0.070062
ENSG00000276442.1	0.0	0.0	0.0
ENSG00000175658.4	0.0	0.0	0.0
ENSG00000276756.4	0.0	0.0	0.0
ENSG00000271567.2	0.0802175	0.083413	0.077488
ENSG00000271439.1	0.0	0.0	0.0
ENSG00000207205.1	0.284378	0.238676	0.0
ENSG00000237343.1	0.0	0.0	0.0
ENSG00000233586.1	0.0	0.0	0.0
ENSG00000266338.7	13.4985	11.6949	7.87051
ENSG00000227212.3	0.519431	0.314156	0.237389
ENSG00000229002.1	0.0	0.0	0.0
ENSG00000275291.1	0.0	0.0	0.0
ENSG00000278099.1	0.0	0.0	0.0
ENSG00000277918.1	0.0	0.0	0.0
ENSG00000279782.3	0.0	0.0	0.0
ENSG00000277199.1	0.0	0.073708	0.0
ENSG00000224363.2	0.0	0.0	0.0
ENSG00000278273.1	0.0	0.0	0.0
ENSG00000222854.1	0.0	0.0	0.0
ENSG00000288905.1	1.47133	1.18674	0.156027
ENSG00000273825.1	0.0	0.0	0.0
ENSG00000287607.1	0.0	0.0	0.0
ENSG00000196369.12	1.79425	1.62538	1.07365
ENSG00000271644.1	0.0	0.0	0.0
ENSG00000215784.6	0.254471	0.222282	0.131532
ENSG00000283752.1	0.0	0.0	0.0
ENSG00000272419.6	1.10524	1.0962	0.978945
ENSG00000277678.1	0.0	0.0	0.0
ENSG00000281571.2	0.912217	0.812887	1.03637
ENSG00000223612.3	3.16729	2.65193	1.02682
ENSG00000289549.1	0.0874145	0.080897	0.081764
ENSG00000271291.1	0.0	0.0	0.0
ENSG00000276216.1	0.659368	0.420252	0.221493
ENSG00000236140.1	0.0	0.0	0.0
ENSG00000162825.17	0.487474	0.420651	0.462431
ENSG00000234367.1	0.131902	0.085712	0.116748
ENSG00000270384.1	0.0	0.0	0.0
ENSG00000286620.1	0.0	0.0	0.0
ENSG00000270722.1	0.522127	0.0	0.0
ENSG00000287374.1	0.0	0.0	0.34202
ENSG00000278182.1	0.0	0.0	0.0
ENSG00000275064.1	0.02792	0.0	0.154807
ENSG00000272150.5	1.18784	0.948261	2.22256
ENSG00000117262.19	3.5422	2.97629	4.02419
ENSG00000174827.14	0.365963	0.270145	1.32676
ENSG00000117281.16	0.363088	0.321217	0.190978
ENSG00000265491.5	22.0004	13.5744	9.71359
ENSG00000186141.9	17.2674	13.0228	7.29316
ENSG00000186364.12	3.40894	2.70094	3.21889
ENSG00000131788.16	47.1195	31.509	19.7926
ENSG00000278549.1	0.0	0.0	0.0
ENSG00000198483.13	7.11727	4.6631	1.03123
ENSG00000143127.13	6.22615	2.68305	2.24236
ENSG00000244619.2	0.0	0.0	0.0
ENSG00000131779.11	31.7534	21.2216	35.582
ENSG00000211451.12	1.72439	0.95914	1.48519
ENSG00000265241.8	28.754	26.5221	24.2207
ENSG00000234222.6	0.542636	0.455995	0.360053
ENSG00000271601.4	41.1858	33.5669	29.0169
ENSG00000272031.3	1.21604	0.904954	0.957723
ENSG00000121851.13	93.5486	67.9762	65.1116
ENSG00000265972.6	2651.7	1563.01	635.142
ENSG00000168509.20	0.112739	0.105609	0.056939
ENSG00000287190.1	0.027366	0.039058	0.014415
ENSG00000233396.9	0.190587	0.129401	0.151281
ENSG00000271425.9	1.15718	0.740885	0.29417
ENSG00000264343.7	0.178697	0.09143	0.036728
ENSG00000276509.1	0.0	0.0	0.0
ENSG00000201789.1	0.0	0.0	0.0
ENSG00000271121.2	0.0	0.0	0.0
ENSG00000277406.2	0.725323	0.676982	0.556434
ENSG00000270339.4	0.0	0.0	0.0
ENSG00000273768.1	0.198649	0.0	0.0
ENSG00000287978.1	4.51308	4.51417	4.5053
ENSG00000274428.1	0.0	0.0	0.0
ENSG00000277655.1	0.0	0.0	0.0
ENSG00000276975.3	0.132136	0.153455	0.221868
ENSG00000289321.1	0.099893	0.114065	0.155274
ENSG00000274408.1	0.0	0.0	0.0
ENSG00000274450.1	0.0	0.0	0.0
ENSG00000268043.8	8.23995	5.35259	4.38837
ENSG00000244371.2	0.23982	0.09102	0.140183
ENSG00000234225.2	0.0	0.0	0.0
ENSG00000227242.4	0.068217	0.02726	0.014231
ENSG00000225603.3	0.0534565	0.0	0.0
ENSG00000201142.1	0.0	0.0	0.0
ENSG00000230832.3	0.0342785	0.028603	0.0
ENSG00000286172.1	0.0	0.0	0.0
ENSG00000283342.1	0.0436105	0.014862	0.0
ENSG00000131791.8	25.7452	12.6264	17.4657
ENSG00000180867.11	3.38338	3.07402	3.80839
ENSG00000237188.5	0.29543	0.218558	0.515387
ENSG00000131781.13	2.73368	1.8318	4.24735
ENSG00000226015.2	2.15971	1.34566	2.11209
ENSG00000236806.1	0.097042	0.078145	0.182214
ENSG00000131778.20	19.4276	20.8179	17.6672
ENSG00000278811.4	0.358514	0.306826	0.271708
ENSG00000213226.4	0.0	0.0	0.0
ENSG00000226653.3	0.0	0.0	0.0
ENSG00000207209.1	0.0	0.0	0.0
ENSG00000272443.1	0.0	0.0	0.0
ENSG00000272480.1	0.0	0.0	0.0
ENSG00000116128.12	7.96461	6.73058	10.6954
ENSG00000289419.1	0.173384	0.137707	0.269155
ENSG00000162836.12	2.76338	2.32429	5.30898
ENSG00000277762.1	0.0	0.0	0.0
ENSG00000227139.1	0.0	0.0	0.0
ENSG00000265107.3	10.8043	23.0509	1.94583
ENSG00000234190.1	0.0	0.0	0.0
ENSG00000223728.3	0.0	0.0	0.0
ENSG00000121634.6	0.0	0.0	0.0
ENSG00000188092.15	3.81798	2.84424	3.31718
ENSG00000215859.9	0.46848	0.270704	0.387636
ENSG00000273059.1	0.0	0.0	0.0
ENSG00000274372.5	0.249412	0.175391	0.249344
ENSG00000206791.1	0.0	0.0	0.0
ENSG00000206585.1	0.2775	0.0	0.0
ENSG00000229828.2	0.0481605	0.025974	0.187287
ENSG00000263956.8	7.85409	5.30407	4.44928
ENSG00000225080.1	0.642052	0.265281	0.328235
ENSG00000198658.4	0.306525	0.262976	0.236706
ENSG00000232265.8	0.026554	0.031371	0.006282
ENSG00000227733.11	0.025737	0.037873	0.036158
ENSG00000238765.1	0.0	0.0	0.0
ENSG00000224335.2	0.0	0.0	0.0
ENSG00000227700.1	0.0	0.0	0.0
ENSG00000199879.1	0.0	0.0	0.0
ENSG00000234283.1	0.0	0.0	0.0
ENSG00000228626.1	0.0	0.0	0.0
ENSG00000274020.4	1.00338	0.891263	0.664414
ENSG00000238107.1	0.0	0.0	0.0
ENSG00000224481.4	0.016773	0.0	0.0
ENSG00000235988.1	0.0	0.0	0.0
ENSG00000283676.1	0.0	0.0	0.0
ENSG00000202408.2	0.0	0.0	0.0
ENSG00000272824.1	0.54258	0.475091	0.295165
ENSG00000207340.1	0.0	0.0	0.0
ENSG00000252135.1	0.0	0.0	0.0
ENSG00000278596.1	0.0	0.0	0.0
ENSG00000238825.1	0.0	0.0	0.0
ENSG00000231551.8	0.741799	0.577482	0.35656
ENSG00000201183.1	0.288271	0.260582	0.215622
ENSG00000225871.2	0.238032	0.327366	0.267509
ENSG00000280649.2	1.59204	1.38464	2.19726
ENSG00000236334.3	0.0	0.0	0.0
ENSG00000274210.1	0.636938	0.496791	0.178457
ENSG00000270629.7	3.04203	2.0113	0.84909
ENSG00000286019.1	0.852573	0.408145	0.196324
ENSG00000252515.2	0.0	0.0	0.0
ENSG00000177144.8	0.0288515	0.023191	0.035231
ENSG00000275140.1	0.0	0.0	0.0
ENSG00000271546.1	0.0	0.0	0.0
ENSG00000178104.19	10.5932	6.60418	1.48554
ENSG00000252656.1	0.0	0.0	0.0
ENSG00000222788.1	0.0	0.0	0.0
ENSG00000254913.1	0.0	0.0	0.0
ENSG00000289642.1	0.0672225	0.0	0.0
ENSG00000255148.2	0.106778	0.0	0.0
ENSG00000254539.1	0.095236	0.080549	0.0
ENSG00000269713.8	8.8671	6.88338	4.09902
ENSG00000274019.1	0.0	0.0	0.0
ENSG00000201699.1	0.0	0.0	0.0
ENSG00000274265.5	2.62396	1.64384	0.987418
ENSG00000289614.1	0.815051	0.590568	0.588903
ENSG00000215861.7	7.61558	3.3034	0.782161
ENSG00000272755.1	0.822812	0.583425	0.229748
ENSG00000273591.1	0.0	0.0	0.0
ENSG00000274423.1	0.085084	0.068404	0.0
ENSG00000286219.2	1.68063	0.700142	0.426292
ENSG00000271383.8	4.8554	3.04848	1.21881
ENSG00000288867.1	0.0	0.0	0.0
ENSG00000277147.7	1.00173	0.830813	0.822748
ENSG00000275557.1	0.865924	0.745406	0.823109
ENSG00000206828.1	0.746426	0.854624	0.577878
ENSG00000284842.1	0.0	0.0	0.0
ENSG00000234232.7	0.0548765	0.030688	0.042182
ENSG00000275229.1	0.0	0.0	0.0
ENSG00000226500.2	0.0	0.0	0.0
ENSG00000150337.14	1.30543	1.57165	2.19101
ENSG00000203814.7	0.201572	0.520489	0.581353
ENSG00000233030.2	0.053002	0.062154	0.209903
ENSG00000183598.4	0.346111	0.409948	0.626941
ENSG00000270882.3	0.0600975	0.133897	0.161925
ENSG00000203811.2	0.0	0.0	0.0
ENSG00000288825.1	0.0622595	0.082481	0.052018
ENSG00000220323.4	1.83281	1.70925	2.15516
ENSG00000261716.2	1.94205	1.78655	2.17213
ENSG00000288859.1	0.079981	0.146749	0.082714
ENSG00000203852.4	0.0	0.0	0.0
ENSG00000270276.3	0.0	0.0	0.0
ENSG00000264207.1	0.0268015	0.0	0.030544
ENSG00000184678.11	9.58621	19.8622	19.3091
ENSG00000184260.6	2.63242	3.36842	3.19771
ENSG00000184270.6	0.305032	0.283854	0.06828
ENSG00000178096.9	16.6577	13.5462	19.6423
ENSG00000159164.10	1.77082	1.26947	8.08365
ENSG00000143368.10	77.0192	60.5474	64.7233
ENSG00000014914.21	13.0575	9.21859	39.2247
ENSG00000264522.6	11.9963	9.1182	8.71128
ENSG00000285184.4	0.550238	0.509008	0.951588
ENSG00000223945.2	0.0741685	0.044281	0.139672
ENSG00000136631.15	23.2642	20.0525	32.8028
ENSG00000023902.14	35.5971	29.8891	34.3828
ENSG00000285554.1	0.172146	0.120322	0.044502
ENSG00000266187.2	0.0	0.0	0.0
ENSG00000143401.15	26.2349	22.4521	29.9391
ENSG00000222222.1	0.233178	0.0	0.255803
ENSG00000276110.1	0.0	0.0	0.0
ENSG00000118298.12	0.165387	0.117842	0.238227
ENSG00000117362.13	108.532	94.4681	108.1
ENSG00000118292.9	22.9131	27.5789	11.8862
ENSG00000289041.1	0.255531	0.374697	1.09247
ENSG00000159208.16	6.86257	4.6209	11.1866
ENSG00000266472.6	71.6209	70.3514	93.6307
ENSG00000117360.13	37.365	29.4858	23.4135
ENSG00000163125.16	14.2056	11.204	12.5786
ENSG00000143374.18	21.1635	15.5687	29.207
ENSG00000283933.1	0.0	0.0	0.0
ENSG00000143369.15	58.6942	27.0693	15.4396
ENSG00000228126.1	0.45903	0.227148	0.312111
ENSG00000237781.3	2.19432	2.87496	1.45617
ENSG00000143382.16	51.9529	38.9292	7.09944
ENSG00000264553.1	0.987558	0.947603	0.0
ENSG00000203804.5	0.5356	1.02227	0.234045
ENSG00000143384.14	210.083	335.572	145.24
ENSG00000289457.1	0.293878	0.427627	0.0
ENSG00000277452.1	0.46528	0.510804	0.09614
ENSG00000274963.1	0.656618	0.760788	0.161579
ENSG00000253047.1	0.856522	0.631117	0.326021
ENSG00000143420.19	78.6552	69.0431	56.1418
ENSG00000276103.1	0.356068	0.188122	0.0
ENSG00000288880.1	3.41114	2.01022	2.63274
ENSG00000143457.11	17.0577	14.8465	17.7139
ENSG00000143452.16	0.241377	0.104887	0.049638
ENSG00000206931.1	0.0	0.0	0.0
ENSG00000163131.12	26.206	25.2326	10.2707
ENSG00000236713.1	0.10073	0.088718	0.097824
ENSG00000143387.14	139.977	53.4221	7.89091
ENSG00000224690.2	0.511488	0.109448	0.100131
ENSG00000143437.21	48.08	37.263	29.043
ENSG00000200175.1	0.0	0.0	0.0
ENSG00000224800.1	0.210603	0.112908	0.090816
ENSG00000283324.1	0.0	0.0	0.0
ENSG00000229357.1	0.0	0.0	0.0
ENSG00000143379.13	20.7205	14.9833	13.3225
ENSG00000143418.20	66.6052	60.5207	175.169
ENSG00000231073.1	0.0	0.0	0.220121
ENSG00000143412.10	3.30449	5.22497	3.62833
ENSG00000143409.17	17.834	16.6433	15.1877
ENSG00000143363.17	17.3601	13.8956	13.1865
ENSG00000200759.1	0.0	0.0	0.0
ENSG00000163141.20	0.243327	0.281456	0.220591
ENSG00000143443.10	7.1917	7.58938	15.2446
ENSG00000197622.13	72.5636	99.0877	70.4169
ENSG00000213190.4	1.48496	3.10304	5.2698
ENSG00000143458.12	8.5426	7.97309	6.14592
ENSG00000233717.1	0.0	0.0	0.0
ENSG00000261168.1	0.624443	0.634357	0.229509
ENSG00000143434.17	12.1947	11.885	2.96456
ENSG00000289288.1	0.822278	0.646021	0.264188
ENSG00000163154.6	5.82182	6.11168	4.96012
ENSG00000163156.12	16.7557	13.501	10.9673
ENSG00000163155.12	8.50646	7.61332	10.1916
ENSG00000163157.15	0.654503	0.605981	0.463029
ENSG00000163159.15	45.6171	36.5952	31.8458
ENSG00000143398.20	28.0143	32.441	25.3915
ENSG00000159352.16	146.726	117.704	114.22
ENSG00000232671.7	0.349271	0.297747	0.716118
ENSG00000143373.18	14.4427	8.93126	13.9464
ENSG00000143393.17	54.7678	50.7883	41.4975
ENSG00000265753.2	0.151872	0.261213	0.152921
ENSG00000273481.1	0.0	0.0	0.181718
ENSG00000143390.18	20.6998	17.727	31.2027
ENSG00000237976.2	0.735764	0.705352	1.43416
ENSG00000143416.21	118.022	149.797	25.6942
ENSG00000159377.11	390.336	315.325	355.36
ENSG00000143442.22	40.5444	34.9678	35.4423
ENSG00000238711.1	0.0	0.0	0.0
ENSG00000143375.15	0.138058	9.61146	0.820672
ENSG00000252840.1	0.0	0.0	0.0
ENSG00000143367.17	8.01098	7.84492	9.47672
ENSG00000232536.1	0.071038	0.081897	0.105256
ENSG00000207606.1	0.0	0.0	0.0
ENSG00000223861.1	0.189619	0.208542	0.174096
ENSG00000143376.14	8.99103	8.03361	7.36325
ENSG00000250734.2	0.0	0.0	0.0
ENSG00000206635.1	0.0	0.0	0.0
ENSG00000159409.15	0.0644105	0.060865	0.123492
ENSG00000227045.1	0.0	0.0	0.0
ENSG00000178796.13	0.0182995	0.032444	0.025009
ENSG00000206980.1	0.0	0.0	0.0
ENSG00000269621.1	0.0	0.0	0.0
ENSG00000236940.1	0.0	0.0	0.0
ENSG00000143436.11	59.5515	49.0702	39.1889
ENSG00000143450.19	0.551152	0.390756	0.423138
ENSG00000249602.1	1.03724	0.717083	0.988209
ENSG00000268288.1	0.0	0.0	0.0
ENSG00000182134.17	3.84988	2.47484	2.92692
ENSG00000203288.5	0.873088	0.411322	0.702733
ENSG00000269489.1	0.126672	0.0	0.198988
ENSG00000213171.3	0.038387	0.059979	0.04858
